radio,1 Asiste,2 Asistió,3 Nunca asistió,TOTAL
064081103,209,689,5,903
064081104,320,694,17,1031
064081105,521,1214,36,1771
064081106,366,647,11,1024
064081107,68,166,10,244
064081108,397,770,36,1203
064081109,78,184,11,273
064081110,217,411,23,651
064081111,67,167,7,241
064081201,986,1784,84,2854
064081202,376,546,28,950
064081203,400,665,31,1096
064081204,462,765,27,1254
064081205,516,1067,31,1614
064081206,673,1353,44,2070
064081207,407,783,23,1213
064081208,505,1049,32,1586
064081209,303,614,9,926
064081301,397,970,35,1402
064081302,385,646,29,1060
064081303,371,725,27,1123
064081304,321,607,24,952
064081305,215,566,8,789
064081306,367,868,27,1262
064081307,339,791,25,1155
064081308,329,690,26,1045
064081309,334,687,19,1040
064081310,482,778,33,1293
064081311,382,818,22,1222
064081312,332,745,15,1092
064081313,254,501,6,761
064081401,318,807,21,1146
064081402,363,765,38,1166
064081403,383,838,22,1243
064081404,404,936,17,1357
064081405,163,404,7,574
064081406,241,504,11,756
064081407,172,549,10,731
064081408,229,499,10,738
064081409,260,529,14,803
064081410,260,567,19,846
064081411,291,634,8,933
064081412,292,619,9,920
064081413,262,679,7,948
064081501,278,875,19,1172
064081502,413,960,23,1396
064081503,45,122,1,168
064081504,361,761,21,1143
064081505,446,937,19,1402
064081506,71,190,1,262
064081507,338,508,11,857
064081508,233,490,6,729
064081509,248,736,15,999
064081510,189,411,6,606
064081511,258,485,13,756
064081512,90,306,7,403
064081513,242,726,9,977
064100101,502,809,20,1331
064100102,453,863,24,1340
064100103,444,841,20,1305
064100104,508,933,25,1466
064100105,267,548,8,823
064100106,227,466,3,696
064100107,262,458,6,726
064100108,488,858,12,1358
064100109,298,547,7,852
064100110,475,698,9,1182
064100111,1070,1578,46,2694
064100112,394,700,15,1109
064100113,165,448,1,614
064100201,332,550,8,890
064100202,327,641,15,983
064100203,233,483,1,717
064100204,77,111,3,191
064100205,489,814,21,1324
064100206,105,193,3,301
064100207,253,496,8,757
064100208,468,909,10,1387
064100209,309,716,12,1037
064100210,279,570,5,854
064100301,531,1147,18,1696
064100302,358,709,11,1078
064100303,305,463,6,774
064100304,381,748,19,1148
064100305,372,805,16,1193
064100306,282,623,22,927
064100307,328,601,16,945
064100308,313,589,15,917
064100309,468,1022,15,1505
064100310,332,702,25,1059
064100311,286,520,17,823
064100312,196,286,5,487
064100401,406,823,17,1246
064100402,354,772,23,1149
064100403,344,862,13,1219
064100404,247,524,13,784
064100405,216,535,9,760
064100406,406,740,11,1157
064100407,242,532,11,785
064100408,282,592,15,889
064100409,575,1030,30,1635
064100410,247,608,14,869
064100411,216,504,11,731
064100412,423,824,30,1277
064100413,315,646,21,982
064100414,418,821,20,1259
064100415,93,188,3,284
064100416,198,328,4,530
064100501,247,536,12,795
064100502,320,644,18,982
064100503,428,861,16,1305
064100504,270,539,13,822
064100505,312,684,18,1014
064100506,217,511,16,744
064100507,209,449,18,676
064100508,375,795,27,1197
064100509,339,760,23,1122
064100510,378,849,31,1258
064100511,294,647,26,967
064100512,401,700,31,1132
064100513,348,873,21,1242
064100514,339,638,9,986
064100515,897,1570,49,2516
064100601,397,820,28,1245
064100602,399,751,29,1179
064100603,334,811,13,1158
064100604,280,722,7,1009
064100605,268,678,2,948
064100606,248,629,2,879
064100607,341,753,2,1096
064100608,390,878,7,1275
064100609,207,589,6,802
064100610,249,622,14,885
064100611,182,500,10,692
064100612,503,900,21,1424
064100613,414,921,18,1353
064100614,297,785,5,1087
064100615,284,636,10,930
064100701,186,450,3,639
064100702,151,383,4,538
064100703,242,613,1,856
064100704,364,879,11,1254
064100705,306,795,19,1120
064100706,179,591,5,775
064100707,453,959,20,1432
064100708,294,657,8,959
064100709,251,653,6,910
064100710,315,878,12,1205
064100711,308,619,11,938
064100712,259,616,6,881
064100713,385,813,12,1210
064100714,320,685,24,1029
064100715,269,591,13,873
064100716,470,952,25,1447
064100801,173,487,6,666
064100802,223,532,6,761
064100803,344,873,19,1236
064100804,235,561,6,802
064100805,271,638,9,918
064100806,433,883,27,1343
064100807,355,768,10,1133
064100808,302,631,10,943
064100809,464,917,17,1398
064100901,337,921,15,1273
064100902,202,544,5,751
064100903,363,909,16,1288
064100904,362,735,4,1101
064100905,363,845,5,1213
064100906,254,648,8,910
064100907,246,586,7,839
064100908,225,575,1,801
064100909,228,555,2,785
064101001,358,834,7,1199
064101002,356,874,8,1238
064101003,306,750,5,1061
064101004,363,872,7,1242
064101005,285,687,6,978
064101006,250,618,9,877
064101007,448,938,12,1398
064101008,263,653,5,921
064101009,332,692,10,1034
064101010,284,714,7,1005
064101101,260,695,7,962
064101102,266,732,4,1002
064101103,229,567,1,797
064101104,228,586,4,818
064101105,121,429,3,553
064101106,146,429,4,579
064101107,252,586,3,841
064101108,242,603,2,847
064101109,278,758,7,1043
064101110,311,686,2,999
064101111,264,711,8,983
064101201,238,643,6,887
064101202,262,680,3,945
064101203,177,400,1,578
064101204,214,451,3,668
064101205,252,502,5,759
064101206,249,520,7,776
064101207,187,528,2,717
064101208,155,342,2,499
064101209,218,452,9,679
064101210,240,1132,27,1399
064101211,249,590,10,849
064101212,272,635,17,924
064101213,392,981,27,1400
064101301,391,811,12,1214
064101302,233,510,6,749
064101303,169,503,7,679
064101304,193,468,5,666
064101305,230,520,7,757
064101306,451,924,17,1392
064101307,482,1016,24,1522
064101308,282,570,12,864
064101309,257,561,10,828
064101310,237,518,12,767
064101311,274,683,15,972
064120101,229,435,16,680
064120102,195,335,5,535
064120103,84,133,0,217
064120104,186,354,26,566
064120105,158,209,4,371
064120106,356,613,13,982
064120107,127,178,8,313
064120108,149,275,15,439
064120109,421,687,25,1133
064120110,486,818,40,1344
064120111,267,440,22,729
064120112,472,655,71,1198
064120113,475,635,58,1168
064120114,432,696,42,1170
064120115,337,682,31,1050
064120116,615,1020,64,1699
064120117,658,958,86,1702
064120118,669,997,71,1737
064120201,141,278,12,431
064120202,385,701,25,1111
064120203,412,706,31,1149
064120204,511,892,44,1447
064120205,449,931,22,1402
064120206,360,559,20,939
064120207,416,722,30,1168
064120208,409,784,23,1216
064120209,419,914,33,1366
064120210,299,697,24,1020
064120211,279,651,11,941
064120301,460,821,29,1310
064120302,563,944,33,1540
064120303,458,907,35,1400
064120304,459,846,22,1327
064120305,357,915,26,1298
064120306,244,675,12,931
064120307,401,899,19,1319
064120308,326,675,19,1020
064120309,272,631,14,917
064120310,388,685,10,1083
064120311,280,805,22,1107
064120312,154,307,6,467
064120313,163,449,12,624
064120401,369,921,38,1328
064120402,366,810,22,1198
064120403,468,962,24,1454
064120404,546,1010,29,1585
064120405,270,596,15,881
064120406,332,593,27,952
064120407,355,722,39,1116
064120408,197,460,14,671
064120409,196,469,11,676
064120410,396,835,33,1264
064120411,383,826,30,1239
064120412,493,1065,28,1586
064120501,213,500,9,722
064120502,290,712,12,1014
064120503,329,735,9,1073
064120504,235,490,10,735
064120505,198,411,17,626
064120506,212,431,8,651
064120507,340,710,15,1065
064120508,377,760,28,1165
064120509,510,872,54,1436
064120510,477,866,42,1385
064120511,367,698,24,1089
064120512,260,718,22,1000
064120513,415,813,29,1257
064120514,262,624,21,907
064120601,125,362,9,496
064120602,265,552,27,844
064120603,240,570,7,817
064120604,207,624,70,901
064120605,217,497,15,729
064120606,332,817,16,1165
064120607,392,869,40,1301
064120608,458,1041,46,1545
064120609,305,634,30,969
064120610,282,592,19,893
064120611,482,1110,57,1649
064120612,356,803,17,1176
064120613,283,738,32,1053
064120701,434,870,61,1365
064120702,456,881,69,1406
064120703,452,962,40,1454
064120704,283,693,35,1011
064120705,287,613,25,925
064120706,316,526,19,861
064120707,270,501,26,797
064120708,319,702,36,1057
064120709,164,441,15,620
064120710,413,913,42,1368
064120711,382,910,39,1331
064120712,420,821,30,1271
064120713,410,849,47,1306
064120714,347,675,30,1052
064120715,276,606,38,920
064120716,316,611,51,978
064120717,315,630,40,985
064120801,497,980,39,1516
064120802,382,875,39,1296
064120803,231,479,14,724
064120804,279,534,15,828
064120805,223,555,16,794
064120806,383,751,55,1189
064120807,377,631,40,1048
064120808,342,566,24,932
064120809,342,753,45,1140
064120810,444,673,38,1155
064120811,395,604,31,1030
064120812,302,687,40,1029
064120813,552,776,77,1405
064120814,435,747,57,1239
064120815,348,646,47,1041
064120901,305,489,38,832
064120902,421,569,37,1027
064120903,540,768,62,1370
064120904,534,804,60,1398
064120905,497,788,61,1346
064120906,87,168,10,265
064120907,183,284,27,494
064120908,533,803,56,1392
064120909,520,766,59,1345
064120910,493,817,62,1372
064120911,622,837,75,1534
064120912,350,500,48,898
064120913,375,504,58,937
064120914,554,970,74,1598
064120915,527,783,57,1367
064120916,300,497,26,823
064120917,275,468,42,785
064120918,552,884,47,1483
064121001,480,887,55,1422
064121002,429,834,53,1316
064121003,480,946,60,1486
064121004,594,965,75,1634
064121005,481,824,65,1370
064121006,402,774,52,1228
064121007,376,742,35,1153
064121008,498,860,35,1393
064121009,363,563,38,964
064121010,394,662,49,1105
064121011,428,678,59,1165
064121012,319,513,32,864
064121013,366,519,46,931
064121014,497,887,75,1459
064121015,465,607,60,1132
064121016,611,662,94,1367
064121017,701,1093,95,1889
064121018,535,735,79,1349
064121019,706,827,74,1607
064121020,595,808,91,1494
064121021,515,672,67,1254
064121101,597,737,72,1406
064121102,395,677,66,1138
064121103,538,1090,89,1717
064121104,340,559,37,936
064121105,461,955,75,1491
064121106,418,783,50,1251
064121107,326,660,37,1023
064121108,332,618,44,994
064121109,366,609,55,1030
064121110,353,447,24,824
064121111,379,628,43,1050
064121112,308,511,49,868
064121113,318,567,37,922
064121114,284,564,34,882
064121115,431,789,37,1257
064121116,439,577,53,1069
064121117,273,483,33,789
064121118,421,802,51,1274
064121119,525,944,65,1534
064121120,620,1145,60,1825
064121201,363,753,35,1151
064121202,439,785,42,1266
064121203,527,890,71,1488
064121204,553,948,77,1578
064121205,564,1053,60,1677
064121206,481,749,54,1284
064121207,581,969,83,1633
064121208,449,867,54,1370
064121209,493,905,66,1464
064121301,401,823,38,1262
064121302,456,855,52,1363
064121303,264,501,32,797
064121304,292,589,36,917
064121305,573,1081,67,1721
064121306,556,1002,64,1622
064121307,419,731,47,1197
064121308,615,851,50,1516
064121309,313,632,27,972
064121310,227,535,39,801
064121311,353,728,38,1119
064121312,548,892,71,1511
064121401,250,551,15,816
064121402,311,764,29,1104
064121403,504,1143,59,1706
064121404,354,599,38,991
064121405,352,719,32,1103
064121406,512,800,51,1363
064121407,579,764,59,1402
064121408,605,813,79,1497
064121409,373,727,42,1142
064121410,359,819,37,1215
064121411,446,848,40,1334
064121412,501,896,65,1462
064121413,345,675,34,1054
064121501,287,576,20,883
064121502,474,1030,14,1518
064121503,514,1106,27,1647
064121504,456,821,41,1318
064121505,277,570,17,864
064121506,353,665,23,1041
064121507,335,698,39,1072
064121508,315,632,37,984
064121509,301,674,20,995
064121510,291,680,36,1007
064121511,400,839,50,1289
064121512,745,894,69,1708
064270101,78,319,4,401
064270102,70,278,1,349
064270103,239,752,8,999
064270104,74,182,2,258
064270105,55,167,0,222
064270106,265,711,6,982
064270107,241,679,3,923
064270108,156,467,4,627
064270109,156,407,3,566
064270110,221,547,6,774
064270111,209,654,3,866
064270112,164,492,4,660
064270113,203,558,8,769
064270201,225,485,6,716
064270202,167,388,2,557
064270203,75,225,1,301
064270204,159,490,7,656
064270205,131,341,3,475
064270206,60,299,4,363
064270207,124,416,5,545
064270208,132,462,3,597
064270209,159,468,4,631
064270210,156,481,3,640
064270211,48,136,1,185
064270212,216,432,4,652
064270213,125,380,4,509
064270214,129,340,2,471
064270215,122,309,3,434
064270216,91,269,4,364
064270217,139,447,5,591
064270218,208,560,2,770
064270301,156,415,2,573
064270302,202,606,8,816
064270303,135,396,4,535
064270304,146,423,1,570
064270305,195,483,6,684
064270306,263,717,11,991
064270307,194,518,4,716
064270308,195,500,4,699
064270309,166,375,8,549
064270310,202,575,8,785
064270311,246,613,5,864
064270312,239,683,4,926
064270401,262,613,28,903
064270402,311,784,15,1110
064270403,354,992,10,1356
064270404,233,584,5,822
064270405,320,659,2,981
064270406,285,651,13,949
064270407,253,699,11,963
064270408,287,740,8,1035
064270409,376,881,11,1268
064270501,486,1057,57,1600
064270502,285,548,18,851
064270503,257,567,14,838
064270504,432,879,24,1335
064270505,380,923,14,1317
064270506,357,832,23,1212
064270507,400,934,22,1356
064270508,145,518,19,682
064270509,178,496,7,681
064270510,225,625,11,861
064270511,272,650,22,944
064270601,343,709,11,1063
064270602,469,1111,22,1602
064270603,336,670,10,1016
064270604,537,1242,31,1810
064270605,142,432,5,579
064270606,187,469,2,658
064270607,170,487,4,661
064270608,180,385,7,572
064270609,326,754,17,1097
064270610,158,525,22,705
064270611,189,467,19,675
064270612,198,568,4,770
064270613,234,549,15,798
064270614,205,564,14,783
064270701,324,835,27,1186
064270702,323,868,19,1210
064270703,262,710,8,980
064270704,285,733,17,1035
064270705,293,820,19,1132
064270706,199,602,7,808
064270707,135,460,8,603
064270708,208,587,9,804
064270709,229,650,6,885
064270710,539,1133,19,1691
064270711,325,694,19,1038
064270712,387,900,26,1313
064270713,338,647,10,995
064270801,361,937,32,1330
064270802,411,882,14,1307
064270803,328,755,12,1095
064270804,441,989,22,1452
064270805,301,835,20,1156
064270806,461,1053,19,1533
064270807,368,836,21,1225
064270808,212,455,7,674
064270809,173,462,11,646
064270810,475,1045,25,1545
064270811,380,885,14,1279
064270812,372,1059,19,1450
064270901,425,965,46,1436
064270902,388,847,38,1273
064270903,568,1247,77,1892
064270904,611,1281,57,1949
064270905,437,1024,60,1521
064270906,530,1248,69,1847
064270907,372,830,35,1237
064270908,273,742,33,1048
064270909,184,415,20,619
064270910,399,664,41,1104
064270911,343,714,42,1099
064270912,411,637,51,1099
064271001,403,984,43,1430
064271002,237,568,21,826
064271003,225,560,11,796
064271004,385,924,31,1340
064271005,375,897,26,1298
064271006,331,759,20,1110
064271007,358,894,17,1269
064271008,341,862,26,1229
064271009,446,1063,25,1534
064271010,203,486,11,700
064271011,157,397,11,565
064271012,333,889,32,1254
064271101,343,891,10,1244
064271102,337,774,17,1128
064271103,400,1020,26,1446
064271104,300,731,16,1047
064271105,281,713,12,1006
064271106,355,857,17,1229
064271107,264,767,15,1046
064271108,364,912,27,1303
064271109,320,859,31,1210
064271110,231,594,8,833
064271111,209,579,10,798
064271201,396,968,18,1382
064271202,375,886,13,1274
064271203,132,373,7,512
064271204,192,443,15,650
064271205,344,802,20,1166
064271206,343,883,14,1240
064271207,196,538,8,742
064271208,141,475,14,630
064271209,197,519,11,727
064271210,173,522,13,708
064271301,336,965,18,1319
064271302,382,1013,46,1441
064271303,227,710,10,947
064271304,518,1281,39,1838
064271305,464,1315,30,1809
064271306,230,578,29,837
064271307,234,544,10,788
064271308,248,684,21,953
064271309,314,667,19,1000
064271310,365,906,8,1279
064271311,371,903,22,1296
064271401,337,798,23,1158
064271402,334,751,21,1106
064271403,377,820,19,1216
064271404,410,836,32,1278
064271405,622,961,34,1617
064271406,150,331,8,489
064271407,535,1370,53,1958
064271408,1153,2068,156,3377
